1	0.19332198467519549
2	0.13509001831213632
3	0.10678304483493169
4	0.07555849229296048
5	0.044837856458293066
6	0.04267625759045283
7	0.025517962355580594
8	0.01940699170033137
9	0.015225781645211909
10	0.018403698069353897
11	0.0128736129651467
12	0.017551445816126134
13	0.019863957746161356
14	0.021454852281345263
15	0.012963150990092091
16	0.01810686683489217
17	0.019274688170601923
18	0.013165474390714534
19	0.014068503450188372
20	0.01829711352992389
21	0.014774327657909857
22	0.0184783144440088
23	0.014768936360875765
24	0.01031080892102586
25	0.013028498221602704
26	0.013353339448157284
27	0.01176889618444774
28	0.013808930447945992
29	0.014691840909007523
30	0.015727201838874154
31	0.009079882461163733
32	0.011334359231922362
33	0.00971043829081787
34	0.01595029964422186
35	0.011900456984423928
36	0.010331685861779584
37	0.012043984037720494
38	0.011162914180507263
39	0.011044375443210205
40	0.015423240760962168
41	0.009055498004373577
42	0.012492341739642952
43	0.010187544394284487
44	0.00642398480946819
45	0.013210969563159678
46	0.014320691943996482
47	0.010728710719073812
48	0.008256784407421947
49	0.010717860681729184
50	0.009047374543216493
